,title,popularity,vote_count,id,vote_average,release_date,genre_ids
0,The Thing,21.541,1680,60935,6.1,2011-10-12,"[27, 9648, 878, 53]"
1,The Last Mimzy,10.035,261,2267,6.1,2007-02-09,"[12, 18, 878, 10751]"
2,The Invisible,12.012,291,9785,6.1,2007-04-27,"[80, 18, 14, 9648, 878, 53]"
3,A Cure for Wellness,23.66800000000001,2451,340837,6.2,2017-02-15,"[27, 9648, 878, 53]"
4,Superhero Movie,16.695,1035,11918,5.1,2008-03-27,"[28, 35, 878]"
5,Rollerball,8.937000000000003,266,11535,3.9,2002-02-08,"[28, 878, 53]"
6,Apollo 18,11.728,569,50357,5.0,2011-07-20,"[27, 878, 53]"
7,Happy Death Day 2U,22.015,1746,512196,6.2,2019-02-13,"[35, 27, 878]"
8,Dark Skies,11.839,1120,145135,6.1,2013-02-21,"[27, 878, 53]"
9,Bloodshot,219.899,1563,338762,7.2,2020-03-05,"[28, 878]"
10,Doomsday,15.197000000000001,673,13460,5.8,2008-03-14,"[28, 878, 53]"
11,Battlefield Earth,10.997,465,5491,2.9,2000-05-10,"[28, 878, 10752]"
12,Pandorum,21.901999999999997,1409,19898,6.5,2009-09-08,"[28, 27, 9648, 878, 53]"
13,The Circle,16.717,3135,339988,5.5,2017-04-27,"[18, 878, 53]"
14,Blindness,9.391,778,8338,6.5,2008-05-14,"[18, 9648, 878, 53]"
15,Thomas and the Magic Railroad,5.99,27,16110,4.6,2000-07-26,"[16, 18, 10751, 878]"
16,Left Behind,18.39,855,218043,4.1,2014-10-03,"[28, 878, 53]"
17,S1m0ne,9.715,535,9296,5.8,2002-08-23,"[35, 18, 878]"
18,Astro Boy,11.645999999999999,856,16577,6.1,2009-10-15,"[28, 16, 878, 10751]"
19,Tuck Everlasting,7.932,275,13768,6.5,2002-10-11,"[18, 10751, 14, 10749, 878]"
0,Repo Men,16.451,1143,31867,6.3,2010-03-18,"[28, 878, 53, 80]"
1,The Humanity Bureau,10.885,148,456048,4.9,2017-07-11,"[28, 12, 878]"
2,The Perfect Weapon,6.57,38,416149,4.1,2016-09-09,"[28, 878]"
3,Jason X,12.336,656,11470,4.6,2001-07-24,"[27, 878]"
4,Digimon: The Movie,9.137,173,20455,6.5,2000-03-17,"[16, 14, 878, 10751]"
5,The Lobster,21.737,3615,254320,7.0,2015-07-10,"[35, 18, 878, 53, 10749]"
6,It's Alive,4.1389999999999985,31,23174,4.0,2008-08-15,"[27, 878]"
7,The Fountain,15.209,1679,1381,7.0,2006-09-06,"[12, 18, 878, 10749]"
8,Dungeons & Dragons,16.484,332,11849,4.1,2000-12-08,"[28, 12, 14, 878]"
9,The Invasion,14.547,820,4858,5.9,2007-08-17,"[878, 53]"
10,Parts Per Billion,4.809,41,270654,4.3,2014-03-25,[878]
11,Supernova,9.277,191,10384,4.9,2000-01-14,"[27, 878, 53]"
12,The Space Between Us,15.409,1664,365942,7.1,2017-01-26,"[12, 18, 878, 10749]"
13,Criminal,21.252,1025,302156,6.0,2016-04-07,"[28, 80, 878]"
14,Hardcore Henry,12.564,1470,325348,6.2,2015-09-12,"[28, 12, 878]"
15,Ghosts of Mars,13.691,594,10016,5.1,2001-08-24,"[28, 27, 878]"
16,Slither,15.813,720,9035,6.4,2006-03-31,"[35, 27, 878]"
17,Street Fighter: The Legend of Chun-Li,12.956,243,15268,4.1,2009-02-27,"[28, 12, 878, 53]"
18,Zoom,12.259,332,14113,5.1,2006-08-11,"[28, 12, 35, 878, 10751]"
19,Hotel Artemis,15.316,781,406761,6.0,2018-06-07,"[53, 878, 28]"
0,Upgrade,23.275,1882,500664,7.4,2018-06-01,"[28, 27, 878, 53]"
1,The Astronaut Farmer,9.383,207,5172,6.3,2006-10-15,"[12, 35, 18, 878]"
2,Death House,5.289,20,287523,3.1,2018-02-28,"[28, 80, 27, 878, 53]"
3,Kin,14.710999999999999,434,425505,6.1,2018-08-29,"[28, 878]"
4,Moon,19.086,3574,17431,7.6,2009-06-12,"[18, 878]"
5,Seeking a Friend for the End of the World,13.050999999999998,1261,88005,6.4,2012-06-22,"[35, 18, 878, 10749]"
6,Never Let Me Go,18.977,1464,42188,6.8,2010-09-15,"[18, 878, 10749]"
7,Stargate: The Ark of Truth,10.198,240,13001,7.1,2008-03-11,"[12, 878, 10770]"
8,Morgan,14.626,939,377264,5.7,2016-09-01,"[27, 878, 53]"
9,Iron Sky,17.271,959,10679,5.7,2012-03-10,"[28, 35, 878]"
10,Upside Down,16.035,1802,58244,6.2,2012-09-27,"[18, 14, 878, 10749]"
11,Replicas,20.089000000000002,652,300681,5.9,2018-10-25,"[53, 878]"
12,A Scanner Darkly,15.43,1063,3509,6.9,2006-05-25,"[16, 878, 53]"
13,The Adventures of Pluto Nash,12.129000000000001,285,11692,4.3,2002-08-15,"[28, 35, 878]"
14,The Secret of Moonacre,12.23,259,18032,6.3,2008-09-06,"[12, 18, 14, 878, 10749, 10751]"
15,Outlander,16.683,655,10529,6.2,2008-04-24,"[14, 28, 878]"
16,Planet Hulk,10.897,218,30675,6.7,2010-02-02,"[28, 16, 878]"
17,Ultimate Avengers,9.522,181,14609,6.5,2006-02-21,"[28, 12, 16, 878]"
18,Absolutely Anything,13.331,804,86828,5.7,2015-06-26,"[35, 878]"
19,Max Steel,13.407,426,286567,5.3,2016-10-14,"[28, 12, 878]"
0,Midnight Special,11.442,1260,245703,6.3,2016-02-18,"[12, 18, 878]"
1,Battle for Terra,10.455,175,16873,6.2,2007-09-06,"[28, 12, 16, 878]"
2,A Sound of Thunder,10.241,201,10077,4.6,2005-05-15,"[28, 12, 878, 53]"
3,Captive State,13.605,459,429471,5.4,2019-03-15,[878]
4,Carriers,19.372,571,25769,5.8,2009-09-04,"[28, 18, 27, 878, 53]"
5,Monsters,12.895,982,43933,6.2,2010-06-18,"[18, 53, 878]"
6,Monkeybone,11.602,159,23685,4.5,2001-02-23,"[12, 14, 16, 28, 35, 878]"
7,Under the Skin,15.945,2089,97370,6.1,2014-03-14,"[18, 878, 53]"
8,Equilibrium,21.45,2793,7299,7.0,2002-12-06,"[28, 878, 53]"
9,Justice League: The New Frontier,11.569,240,14011,6.7,2008-02-26,"[28, 12, 16, 878, 10751]"
10,Action Replayy,2.895,38,49679,5.2,2010-11-05,"[35, 878, 10749]"
11,Xchange,4.519,30,26446,5.6,2001-01-19,"[878, 10770]"
12,Dylan Dog: Dead of Night,8.666,290,43935,4.5,2011-03-16,"[28, 35, 27, 9648, 878, 53]"
13,Atlas Shrugged: Part I,8.413,107,56780,5.3,2011-04-14,"[18, 9648, 878, 53]"
14,Safety Not Guaranteed,12.408,884,84332,6.9,2012-06-08,"[35, 10749, 878, 18]"
15,S. Darko,13.57,248,17532,3.9,2009-04-28,"[80, 9648, 878, 53]"
16,Attack the Block,11.056,1296,59678,6.4,2011-05-12,"[28, 35, 878]"
17,2:22,15.276,974,269795,5.9,2017-06-29,"[18, 53, 10749, 878, 9648]"
18,Sleight,5.331,400,347882,5.3,2016-04-28,"[28, 18, 878, 53]"
19,Phoenix Forgotten,10.546,148,443319,5.6,2017-04-21,"[27, 9648, 878]"
0,Batman: Gotham by Gaslight,11.036,346,471474,6.5,2018-01-12,"[28, 16, 878, 53]"
1,Robot & Frank,8.65,691,84329,6.9,2012-08-16,"[878, 35, 18, 80]"
2,Colossal,13.905999999999999,1188,339967,6.1,2016-06-30,"[18, 14, 878]"
3,Cube 2: Hypercube,12.392999999999999,795,437,5.5,2002-04-15,"[9648, 878, 53]"
4,Predestination,22.296,3894,206487,7.4,2014-08-28,"[878, 53]"
5,Spider-Man: Turn Off The Dark,0.6,0,662137,0.0,2011-06-14,"[28, 18, 878]"
6,The Signal,10.832,1028,242095,5.9,2014-03-15,"[878, 53]"
7,Mr. Nobody,21.861,3897,31011,7.9,2009-11-06,"[18, 14, 878, 10749]"
8,High Life,14.606,382,376865,5.7,2018-11-07,"[878, 18, 9648, 53]"
9,Equals,9.244,929,301875,6.1,2015-07-15,"[18, 878, 10749]"
10,Mutant Chronicles,10.372,241,13256,5.1,2008-08-07,"[28, 12, 27, 878]"
11,The King of Fighters,10.495999999999999,47,44571,3.7,2009-11-04,"[28, 878, 53]"
12,The Kovak Box,3.588,47,13686,6.0,2006-07-18,"[878, 53]"
13,Another Earth,9.98,975,55420,6.8,2011-07-22,"[18, 878]"
14,After the Dark,12.534,473,198287,6.3,2013-07-06,"[18, 14, 878, 53]"
15,Mutant World,4.157,13,290370,2.8,2014-09-27,[878]
16,Universal Soldier: Day of Reckoning,10.699000000000002,222,122857,5.3,2012-10-04,"[28, 878, 53]"
17,The Recall,9.449,197,455551,4.0,2017-06-02,"[27, 878]"
18,Cell,10.68,649,168098,4.5,2016-07-06,"[27, 878, 53]"
19,American Warships,6.757999999999999,37,97632,3.4,2012-05-15,"[28, 878, 53, 10752]"
0,Beyond Skyline,6.907,548,271404,5.0,2017-10-20,"[28, 12, 27, 878]"
1,TEKKEN,9.195,393,42194,5.1,2010-03-20,"[80, 18, 28, 53, 878]"
2,The Endless,11.892,452,430231,6.3,2018-04-06,"[27, 878, 53]"
3,Universal Soldier: Regeneration,10.988,219,28510,5.3,2009-10-01,"[28, 12, 878, 53]"
4,Atlas Shrugged: Part III,5.432,34,199933,4.0,2014-09-12,"[18, 9648, 878]"
5,The Zero Theorem,12.505999999999998,737,157834,6.1,2013-09-20,"[18, 14, 878]"
6,Happy Accidents,6.6389999999999985,70,22230,7.0,2000-01-25,"[35, 878, 10749]"
7,I Am Not With Them,2.674,4,57416,4.4,2007-11-26,"[28, 35, 878, 53, 10749]"
8,Kaboom,7.922999999999999,196,46837,5.7,2010-08-22,"[35, 18, 9648, 878]"
9,Tideland,10.522,285,11559,6.5,2005-09-09,"[18, 14, 878, 53]"
10,Viral,9.187,293,336455,5.4,2016-02-18,"[18, 27, 878]"
11,The Final Cut,10.115,378,11099,6.1,2004-10-15,"[18, 9648, 878, 53]"
12,Idiocracy,16.317,1523,7512,6.2,2006-09-01,"[12, 35, 878]"
13,The Congress,7.407999999999999,305,152795,6.5,2013-07-03,"[16, 18, 878]"
14,Upstream Color,9.691,477,145197,6.5,2013-04-05,"[18, 878]"
15,Primer,14.527,1248,14337,6.9,2004-10-08,"[18, 878, 53]"
16,Southland Tales,11.487,297,4723,5.1,2006-05-15,"[35, 878]"
17,Shortwave,5.521,21,401121,4.6,2016-06-04,"[878, 53]"
18,I Origins,22.025,2060,244267,7.6,2014-07-18,"[18, 878]"
19,Freaks,29.277,256,539892,6.7,2019-09-13,"[18, 878, 53]"
0,The Machine,10.505,511,174675,6.0,2013-04-25,"[878, 53]"
1,The Signal,8.158,160,13059,6.0,2008-02-22,"[27, 878, 53]"
2,Repo! The Genetic Opera,9.908,190,14353,6.4,2008-07-18,"[27, 10402, 878]"
3,Death of a President,5.697,36,21173,5.8,2006-10-27,"[99, 18, 878]"
4,The Void,10.765999999999998,610,378018,5.8,2016-09-22,"[27, 9648, 878]"
5,Perfect Sense,10.969000000000001,658,51999,6.9,2011-09-29,"[18, 878, 10749]"
6,Z for Zachariah,9.691,547,193687,5.6,2015-08-13,[878]
7,Spark: A Space Tail,9.881,29,322487,4.2,2017-04-14,"[12, 16, 35, 878, 10751]"
8,Sleep Dealer,7.025,70,20764,6.0,2008-12-10,"[18, 878, 53]"
9,Coherence,17.577,1462,220289,7.3,2013-09-19,"[878, 53]"
10,Evil Bong 3: The Wrath of Bong,3.1630000000000003,11,74943,4.4,2011-04-08,"[35, 27, 878]"
11,Fast Color,4.5969999999999995,43,450487,6.1,2019-03-29,"[18, 878, 53]"
12,The I Inside,9.962,134,11588,5.9,2004-01-15,"[18, 9648, 878, 53]"
13,Freaks of Nature,11.880999999999998,279,218784,5.9,2015-10-30,"[878, 35, 27]"
14,Turbo Kid,7.653,426,310135,6.6,2015-08-14,"[28, 12, 35, 878]"
15,Celldweller: Start of an Empire (The Making of,1.055,1,445791,10.0,2016-11-21,"[99, 10402, 878]"
16,Spring,7.189,357,241855,6.6,2014-10-08,"[27, 878, 10749]"
17,Fragile Machine,3.638,4,239908,3.9,2005-03-05,"[878, 16]"
18,Stake Land,8.086,471,52015,6.1,2010-09-30,"[18, 27, 878]"
19,Pontypool,8.559,345,23963,6.4,2009-03-06,"[27, 9648, 878]"
0,The Bay,9.37,389,123105,5.5,2012-09-13,"[27, 878, 53]"
1,The Worst Movie Ever!,0.6,2,359348,8.5,2011-07-08,"[28, 35, 18, 27, 10402, 878]"
2,I'll Believe You,1.409,5,22491,4.0,2007-01-01,"[35, 878, 10751]"
3,The Last Days on Mars,10.225,462,190847,5.3,2013-08-11,"[27, 878, 53]"
4,Southbound,11.445,318,354251,5.9,2015-09-17,"[14, 27, 878, 53]"
5,The Divide,12.417,357,38541,5.9,2011-03-13,"[27, 878]"
6,4:44 Last Day on Earth,6.635,78,86820,4.9,2011-09-07,"[18, 14, 878, 53]"
7,Lego Avengers vs The Hulk,0.6,0,617219,0.0,2015-12-01,"[28, 10751, 16, 878]"
8,The Sex Trip,10.987,29,405815,5.6,2017-08-27,"[35, 14, 878]"
9,The Traveler,0.738,1,647225,10.0,2019-11-12,"[28, 12, 878]"
10,Approaching the Unknown,9.808,189,328429,5.1,2016-06-03,"[18, 878, 53]"
11,Into the Forest,8.933,401,334538,5.8,2016-06-03,"[18, 878]"
12,Area 51,9.359,307,57876,4.4,2015-05-15,"[27, 878, 53]"
13,Special,4.706,49,13856,6.5,2006-11-17,"[18, 14, 878]"
14,Megalodon,8.907,139,523931,5.7,2018-08-13,"[28, 27, 878, 10770]"
15,Poetry Betwixt Friendship,0.6,0,623569,0.0,2012-08-23,"[35, 878, 10749]"
16,Synchronicity,10.601,234,347945,5.7,2015-07-22,"[9648, 878, 53]"
17,Dreamland,4.765,17,8199,6.0,2006-01-23,"[18, 878, 10749]"
18,Maximum Ride,9.081,175,339116,4.8,2016-09-30,"[28, 12, 35, 14, 878, 53]"
19,Deadlands 2: Trapped,2.544,5,59223,4.4,2008-10-27,"[27, 878, 53]"
0,Bipedalism,2.94,7,69022,2.9,2005-05-02,"[18, 878]"
1,RUN,0.6,0,601507,0.0,2018-12-07,"[878, 28]"
2,Timecrowave,0.693,0,623010,0.0,2018-05-09,"[35, 878]"
3,Existence,0.6,0,599637,0.0,2019-05-03,"[878, 18]"
4,Far Cry,9.142000000000001,149,7916,3.6,2008-10-02,"[28, 878, 53]"
5,Voids,0.6,0,498009,0.0,2016-04-24,"[9648, 878]"
6,OVERTIME,0.688,0,608793,0.0,2019-07-01,"[878, 28, 35]"
7,Ace Danger,0.622,0,650157,0.0,2018-10-11,[878]
8,Imitation,0.612,2,685180,8.0,2020-03-05,"[28, 53, 80, 878, 9648, 27]"
9,Lava,0.84,0,649288,0.0,2019-11-16,"[16, 35, 878]"
10,Flora,4.101,13,454439,4.5,2017-04-27,"[12, 18, 27, 878]"
11,Dreamcatcher,14.355,1062,6171,5.4,2003-03-21,"[18, 27, 878, 53]"
12,The Lucky Man,3.7119999999999997,5,413138,6.0,2018-01-16,"[28, 18, 878]"
13,The Adventures of Hector Westwood: The Cult of Evil,0.6,1,572028,8.0,2018-04-01,"[12, 18, 878]"
14,The Dust Factory,5.185,21,2319,5.6,2004-01-01,"[18, 14, 878, 10751]"
15,Alterno,0.716,0,684912,0.0,2019-11-22,[878]
16,Anonymous Celebrities: Animatic,0.672,1,222060,10.0,2005-10-18,"[35, 18, 10402, 878, 53]"
17,The Clones,0.6,1,494320,10.0,2018-01-27,"[36, 27, 878]"
18,Planet of the Sharks,7.2970000000000015,37,407620,4.0,2016-07-27,"[28, 27, 878]"
19,Flying Saucer Rock 'N' Roll,1.9380000000000002,1,1423,3.0,2006-03-18,"[12, 35, 27, 878]"
0,Assumed,0.6,0,653249,0.0,2019-08-24,"[28, 80, 18, 9648, 878, 53]"
1,Cicakman,1.543,1,69767,6.0,2006-12-07,"[28, 35, 878]"
2,Proximity,0.0,0,693158,0.0,2020-04-15,"[18, 878]"
3,Mysterious Island,0.6,0,692931,0.0,2005-09-17,"[28, 12, 878]"
4,Conscious,1.4,0,692830,0.0,2018-10-31,"[18, 27, 9648, 878, 53]"
5,The Good Book,1.4,0,692765,0.0,2020-05-01,"[18, 14, 878]"
6,The Last of Me,1.4,0,692627,0.0,2020-04-11,"[28, 12, 18, 9648, 878, 53, 37, 10752]"
7,From Beyond,0.6,0,692623,0.0,2006-09-01,"[16, 27, 878]"
8,Out There,0.6,0,692381,0.0,2001-02-06,[878]
9,Dick and Ken,2.744,0,691923,0.0,2020-04-12,"[18, 878, 53]"
10,Into the Badlands,0.6,0,691774,0.0,2005-01-01,[878]
11,My Name is Art,0.6,1,691760,10.0,2018-06-01,"[878, 53]"
12,Project 88: Back to the Future Too,3.842,1,691742,10.0,2020-04-08,"[12, 16, 878, 10751]"
13,The Phoenix Portal,0.6,0,691564,0.0,2005-01-01,[878]
14,Dark Side of the Moon,0.6,0,691546,0.0,2016-01-01,"[27, 878, 53]"
15,AI-pocalypse,0.6,0,691484,0.0,2018-09-29,[878]
16,The Bumbry Encounter,0.6,0,691404,0.0,2019-06-19,"[878, 18]"
17,Santamaria,0.6,0,691362,0.0,2019-04-20,"[9648, 878]"
18,Space Captain: Captain of Space!,0.628,1,691159,10.0,2014-10-04,"[35, 878]"
19,Perfect-Lover.com,0.6809999999999999,0,691125,0.0,2019-09-29,"[878, 10749]"
0,The Ghetto Superman,0.6,0,691114,0.0,2019-09-15,"[18, 878, 10749]"
1,Stanley & the Pineapple,0.8740000000000001,1,690921,8.0,2010-09-10,"[35, 16, 878]"
2,Made of Imagination,0.6,1,690911,8.0,2012-03-01,[878]
3,John McCain & His Vegetable Friends,0.6,1,690908,9.0,2008-10-07,"[35, 16, 10402, 14, 878]"
4,Red Sand,0.6,0,690878,0.0,2012-01-01,[878]
5,The Final Frontier,0.6,0,690804,0.0,2014-01-01,"[16, 35, 878]"
6,Impact Event,4.36,0,690557,0.0,2018-04-07,[878]
7,Supervised,0.6,0,690372,0.0,2013-01-01,"[27, 878]"
8,LEGO DC: Shazam! Magic and Monsters,3.0180000000000002,0,690369,0.0,2020-04-28,"[28, 12, 16, 35, 878, 10751]"
9,From Beyond,0.6,0,690301,0.0,2019-09-09,"[35, 878]"
10,Stargate Origins: Catherine,0.0,0,690254,0.0,2018-06-19,"[12, 14, 36, 878]"
11,Star Wars: Path of the Jedi,0.6,0,690208,0.0,2015-11-16,[878]
12,The Beacon,0.6,0,690037,0.0,2018-08-12,[878]
13,My Own Worst Enemy,2.44,0,690033,0.0,2020-04-05,"[35, 878]"
14,Search/Destroy: A Strontium Dog Fan Film,0.6,0,689935,0.0,2016-11-04,"[28, 18, 14, 878]"
15,Rogue Trooper: The Quartz Massacre,0.6,0,689931,0.0,2018-05-01,"[28, 878]"
16,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,0.6,0,689930,0.0,2016-01-29,"[28, 16, 18, 878, 10752]"
17,Time Apart,1.558,0,689489,0.0,2020-03-31,"[10749, 878]"
18,Mobile Suit Gundam Battlefield Record: Avant-Title,0.6,0,689457,0.0,2009-09-03,"[28, 16, 878]"
19,Grace is Gone,0.638,0,689435,0.0,2019-04-09,"[28, 878]"
0,Sonzai.Zone,0.6,0,689350,0.0,2019-06-16,[878]
1,Catch,0.6,0,688705,0.0,2016-12-01,"[18, 878]"
2,Adspace,1.121,1,688406,6.0,2020-03-25,"[18, 878]"
3,Space,10.31,2,687972,6.0,2020-03-31,"[27, 878]"
4,MIB ADR,0.6,0,687134,0.0,2002-11-26,"[35, 99, 878]"
5,"Squish, Splat, Sploosh: The Stellar Sounds of 'Men in Black II'",0.6,0,687128,0.0,2002-11-26,"[35, 99, 878]"
6,Rick Baker: Alien Maker,0.6,0,687123,0.0,2002-11-26,"[35, 99, 878]"
7,Design in Motion: The Look of 'Men in Black II',0.6,0,687121,0.0,2002-11-26,"[35, 99, 878]"
8,Cosmic Symphonies: Elfman in Space,0.6,0,687118,0.0,2002-11-26,"[99, 878, 35, 10402]"
9,Ellusionist,0.601,0,687113,0.0,2020-03-09,"[35, 878, 53]"
10,Barry Sonnenfeld's Intergalactic Guide to Comedy,0.6,0,687112,0.0,2002-11-26,"[99, 35, 878]"
11,Marvel Cinematic Universe (Collection）,0.0,0,686910,0.0,2002-05-07,"[28, 12, 878]"
12,7-21-1991,0.6,0,686871,0.0,2020-02-07,"[9648, 878, 53]"
13,ILLUMINAZIONI,0.6,0,686864,0.0,2012-11-16,[878]
14,Children of the Atom: Filming X-Men: First Class,0.6,0,685918,0.0,2011-09-09,"[28, 99, 878]"
15,The Last Airbender: Origins of the Avatar,0.6,0,685621,0.0,2010-11-16,"[99, 878, 12]"
16,"After Earth: 1,000 Years in 300 Seconds",0.6,0,685614,0.0,2013-10-08,"[28, 99, 878]"
17,After Earth: A Father's Legacy,0.6,0,685607,0.0,2013-10-08,"[28, 99, 878]"
18,Mega City Masters: 35 Years of Judge Dredd,0.6,0,685555,0.0,2013-01-08,"[99, 28, 878]"
19,Day of Chaos: The Visual Effects of 'Dredd',0.6,0,685554,0.0,2013-01-08,"[99, 28, 878]"
0,Voltaic,0.6,0,685217,0.0,2012-05-12,[878]
1,Breathing Space,0.6,0,685046,0.0,2018-08-27,"[16, 10402, 878]"
2,The Matrix Revolutions: Double Agent Smith,0.6,0,684744,0.0,2004-04-06,"[28, 99, 878]"
3,The Matrix Revolutions: Neo Realism - Evolution of Bullet Time,0.6,0,684740,0.0,2004-04-06,"[28, 99, 878]"
4,Making 'Enter the Matrix',0.6,0,684735,0.0,2003-10-14,"[28, 99, 878]"
5,The Matrix Reloaded: Pre-Load,1.092,0,684731,0.0,2003-10-14,"[28, 99, 878]"
6,The Matrix Reloaded: Car Chase,0.6,0,684729,0.0,2004-12-07,"[28, 99, 878]"
7,The Matrix Revolutions: Super Big Mini Models,0.6,0,684721,0.0,2004-04-06,"[28, 99, 878]"
8,Mind Over Matter: The Physicality of the Matrix Future,0.6,1,684709,10.0,2004-04-06,"[28, 99, 878]"
9,"Guns, Genes & Fighting Machines: The Making of 'Universal Soldier'",0.6,0,684424,0.0,2004-10-19,"[28, 99, 878]"
10,Universal Soldier: A Tale of Two Titans,0.6,1,684421,6.0,2004-10-19,"[28, 99, 878]"
11,Independence Day: Creating Reality,1.071,1,684393,6.0,2000-07-25,"[28, 99, 878]"
12,Chronos,0.6,0,684379,0.0,2019-11-12,"[18, 878]"
13,Hollow Scream,0.6,0,683891,0.0,2018-08-31,"[27, 878]"
14,Independence Day: Resurgence - War of 1996,0.6,0,683855,0.0,2016-10-18,[878]
15,Church of Spacegod,0.747,0,683844,0.0,2020-03-16,"[35, 878]"
16,Edge of Tomorrow: Weapons of the Future,0.6,0,683408,0.0,2014-10-07,"[28, 12, 99, 878]"
17,Edge of Tomorrow: Creatures Not of This World,0.6,0,683406,0.0,2014-10-07,"[28, 12, 99, 878]"
18,Making of 'The Hitchhiker's Guide to the Galaxy',0.6,0,683394,0.0,2005-09-05,"[35, 99, 878]"
19,A:D,0.6,0,682980,0.0,2006-06-24,[878]
0,SCP: Site 22,0.6,0,682814,0.0,2018-09-18,"[18, 878]"
1,096,0.6609999999999999,0,682810,0.0,2020-03-10,"[27, 878]"
2,Last Man on Earth,0.6,0,682496,0.0,2016-03-01,"[878, 18]"
3,Dirt Daughter,0.6,0,682207,0.0,2019-09-16,"[878, 9648, 35, 10749]"
4,The Adventures of a Plumber in Outer Space,0.6,0,682198,0.0,2009-01-01,"[35, 878]"
5,The Hunted,0.821,0,681678,0.0,2020-03-07,"[18, 878]"
6,Batman: Dead End,0.6,0,681005,0.0,2003-07-19,"[14, 878]"
7,Sender,0.6,0,680643,0.0,2020-02-11,"[878, 53]"
8,Emoticon Man,0.6,0,680525,0.0,2017-03-15,"[18, 10749, 878]"
9,Transference: Escape the Dark,8.363,0,680398,0.0,2020-03-10,[878]
10,Somebody's Dream,0.6,0,679759,0.0,2020-03-01,[878]
11,The Alpha Test,9.252,6,679548,6.2,2020-03-10,[878]
12,Sweetheart,0.6,0,679497,0.0,2010-12-03,"[18, 9648, 878]"
13,2064,0.84,0,679104,0.0,2019-12-18,"[18, 878]"
14,The messenger,0.6,1,678862,3.0,2015-12-30,"[10749, 878, 18]"
15,Spread,0.6,0,678848,0.0,2012-01-01,"[9648, 878, 10770, 53]"
16,Man's Best Friend,0.6,0,678816,0.0,2019-08-14,"[35, 16, 878]"
17,"Mr. Robot: ""whoami"" and ""Hello, Elliot""",1.06,2,678453,8.5,2019-12-22,"[18, 878, 80, 53]"
18,Sighborg,0.84,0,678394,0.0,2020-02-28,"[35, 878]"
19,The Desert Project,3.1210000000000004,0,678373,0.0,2020-08-06,"[35, 878, 53]"
0,Plus Minus,0.6,0,677160,0.0,2010-06-15,"[16, 14, 878]"
1,Halt,0.6,1,677147,9.0,2019-05-27,"[18, 878]"
2,"Dirty Machines - ""The End of History""",1.649,2,677100,6.0,2020-02-21,[878]
3,Thong Girl Vs Xolta from Outer Space,0.6,0,676483,0.0,2014-08-26,"[14, 878]"
4,Unit Eleven,0.89,0,676457,0.0,2020-01-04,"[28, 878]"
5,Rebel Scum,0.6,0,675515,0.0,2016-01-09,"[18, 878]"
6,Kenobi: A Star Wars Story,1.23,1,675291,5.0,2019-12-24,"[12, 14, 878]"
7,Freelancer,0.8640000000000001,2,675237,7.0,2019-10-05,"[878, 18]"
8,Travelooper,0.84,0,674636,0.0,2019-10-24,"[878, 10749]"
9,Blanketyy,1.8359999999999999,0,674488,0.0,2020-02-17,[878]
10,Abducted,0.6,0,674370,0.0,2018-11-20,"[27, 9648, 878]"
11,Zone 2,0.6,0,673930,0.0,2015-04-23,[878]
12,Gödel Incomplete,0.6,0,673928,0.0,2014-03-04,[878]
13,Flyspy,0.64,0,673527,0.0,2016-04-22,[878]
14,A Better World,0.6,0,672611,0.0,2013-02-02,"[878, 35, 18]"
15,Hekademia,0.84,0,672021,0.0,2020-02-15,[878]
16,A False Reality,0.6,0,671842,0.0,2015-12-01,"[99, 878]"
17,Seekers of the Lost Worlds,0.6,0,671808,0.0,2017-07-01,"[28, 12, 878]"
18,River,0.6,0,671690,0.0,2018-02-18,"[878, 18]"
19,Neurotica Episode 1: Eureka!,0.6,0,670591,0.0,2019-04-25,"[35, 878]"
0,Torching the Dusties,0.742,0,670580,0.0,2019-08-25,"[27, 878]"
1,Brighter Yesterday,0.6,0,670473,0.0,2017-06-15,"[18, 9648, 878]"
2,Phosphorescence,0.936,1,669786,10.0,2019-11-18,"[18, 878]"
3,Go / Don't Go,0.84,0,669644,0.0,2020-02-01,"[878, 18]"
4,Nine Minutes,0.899,1,668511,5.0,2020-01-30,[878]
5,Emilio’s,0.6,0,668509,0.0,2019-12-09,"[35, 18, 878]"
6,Multiplex,1.645,0,668462,0.0,2020-03-03,"[28, 12, 35, 14, 27, 10402, 878]"
7,Alien Outbreak,7.291,9,668343,4.1,2020-02-11,"[27, 878]"
8,Dark - Cycle 2,1.274,2,668299,7.5,2019-06-21,"[18, 27, 9648, 878]"
9,D.N.E.: Do Not Erase,0.6,0,668212,0.0,2012-09-01,[878]
10,Consensus Reality,0.6,0,668051,0.0,2018-08-02,"[878, 53]"
11,A New Score,0.6,0,668033,0.0,2016-12-08,"[878, 10402, 14]"
12,Battle Star Wars,6.8370000000000015,4,667574,1.8,2020-01-28,[878]
13,Truth or Consequences,0.607,0,667554,0.0,2020-01-25,"[99, 878]"
14,Sky Fighter,1.249,1,667311,6.0,2019-07-24,[878]
15,Donovan Dixon: Private Eye,0.84,0,666965,0.0,2019-11-12,"[35, 80, 878]"
16,Doctor Who Live: The Next Doctor,0.6,0,666798,0.0,2013-08-04,"[99, 878]"
