,title,popularity,vote_count,id,vote_average,release_date,genre_ids
19,Choker,3.343,5,99062,1.8,2005-10-10,"[27, 28, 878]"
0,Your Highness,0.6,4,98957,3.0,2010-01-01,"[14, 18, 28, 35, 878]"
1,9,5.494,159,98622,7.2,2005-04-21,"[16, 878]"
2,Enter Nowhere,8.183,101,98568,6.6,2011-10-22,"[9648, 878, 53]"
3,One Fall,1.308,1,98547,0.0,2016-09-09,"[18, 14, 878]"
4,Ratz,4.305,5,97930,6.3,2000-06-09,"[35, 14, 878, 10751]"
5,Terror Inside,5.2410000000000005,4,97636,3.3,2008-10-31,"[53, 878]"
6,Extracted,7.46,121,97605,6.2,2012-03-10,"[878, 53]"
7,The Snow Queen,1.907,5,97054,4.8,2005-12-24,"[14, 878, 10751]"
8,The Black Dawn,0.677,0,97026,0.0,2009-01-31,"[28, 18, 9648, 878, 53]"
9,Resonnances,0.993,2,96974,3.5,2006-07-21,"[27, 878]"
10,Grim,2.131,1,96970,4.0,2010-07-27,"[18, 28, 53, 878]"
11,Defcon 2012,3.2230000000000003,6,96592,2.0,2010-02-28,"[28, 878]"
12,WitchSlayer Gretl,4.63,10,96367,4.1,2012-02-25,"[14, 27, 878, 10770]"
13,First Invasion: The War of 1812,0.6,0,96323,0.0,2004-09-12,"[99, 36, 878, 53, 10752]"
14,1313: UFO Invasion,1.999,3,95757,1.2,2012-04-03,[878]
15,Triassic Attack,6.05,27,95547,3.4,2010-11-27,"[27, 878, 10770]"
16,The War of the Worlds: Live on Stage!,1.4,4,95523,6.8,2006-01-01,"[53, 878]"
17,Phenomenon II,3.761,8,95190,5.3,2003-11-01,"[18, 878]"
18,I'm Not Jesus Mommy,4.145,6,95056,4.0,2011-05-06,"[18, 878, 53]"
19,Angry Video Game Nerd: The Movie,6.525,83,94590,5.7,2014-07-21,"[12, 35, 878]"
0,Black Forest,3.635,13,94540,3.2,2012-02-24,"[14, 27, 878]"
1,Exaella,1.6480000000000001,5,94205,5.1,2011-12-22,"[28, 16, 18, 878]"
2,Animal,2.128,7,93407,4.7,2005-01-11,"[53, 878]"
3,Out of the Blue,2.496,4,93122,7.3,2002-07-22,"[99, 36, 878]"
4,Kill Them and Eat Them,1.4,2,92992,6.0,2003-10-15,"[27, 878]"
5,Time Freak,2.82,10,92968,7.0,2011-02-10,"[35, 878]"
6,Abducted by the Daleks,1.445,4,92842,3.0,2005-11-01,"[27, 878]"
7,Westender,0.6,1,92458,5.0,2004-12-14,"[28, 14, 878]"
8,Tape 407,6.395,53,92393,4.1,2012-04-27,"[27, 878]"
9,Tierra: Infierno,0.703,2,91772,6.0,2003-01-01,[878]
10,Wendigo: Bound by Blood,2.242,3,90985,4.0,2010-09-24,"[28, 27, 878]"
11,Manticore,3.737,13,90840,4.5,2005-11-26,"[28, 14, 27, 878]"
12,Locusts,2.327,9,90831,3.6,2005-04-24,"[28, 27, 878]"
13,Mysterious Island,6.0020000000000024,16,90363,4.4,2010-01-01,"[12, 27, 878]"
14,Humans vs Zombies,3.69,12,90232,4.4,2011-11-11,"[35, 27, 878, 53]"
15,A Little Bit Zombie,5.126,40,90118,5.3,2012-02-03,"[878, 35, 27]"
16,Jeremy Fink and the Meaning of Life,1.8840000000000001,1,89894,3.0,2012-03-06,"[14, 878, 10751]"
17,Universal Soldiers,3.161,12,89609,3.8,2007-08-07,"[28, 878, 53]"
18,Banner of the Stars,0.627,0,89496,0.0,2001-07-04,[878]
19,The Millennium Bug,3.737,13,89405,6.1,2011-06-03,"[27, 878, 53]"
0,Ashes,3.227,4,89369,5.3,2010-01-01,"[27, 878, 53]"
1,Deep Core,2.929,9,89068,4.0,2000-10-21,"[28, 878, 53]"
2,"OOO, Den-O, All Riders: Let's Go Kamen Riders",1.983,4,88568,5.1,2011-04-01,"[28, 12, 878]"
3,Numb,1.241,1,88544,6.0,2003-01-01,"[878, 53]"
4,Duct Wars: The Silver Enemy,0.6,0,87609,0.0,2000-04-23,"[28, 12, 878]"
5,Duct Wars: Forgotten Past,0.6,0,87598,0.0,2002-03-22,"[28, 12, 878]"
6,Duct Wars: Midnight Shadows,1.342,0,87411,0.0,2004-03-16,"[28, 12, 878]"
7,Shadowplay,1.805,2,87397,4.5,2007-11-10,"[878, 53]"
8,The Whisperer in Darkness,5.316,48,87178,6.5,2011-03-12,"[27, 9648, 878, 53]"
9,Destination Mars!,0.6,1,87146,6.0,2006-01-01,"[35, 878]"
10,Miami Magma,4.135,21,86971,5.6,2011-12-01,"[28, 878, 10770]"
11,Sound of My Voice,7.451,196,86812,6.4,2011-01-22,"[18, 9648, 878, 53]"
12,2-Headed Shark Attack,10.149,98,86703,3.5,2012-06-26,"[27, 28, 53, 878]"
13,11 Minutes Ago,1.631,6,86556,6.3,2007-04-26,"[18, 878, 10749]"
14,MAID-DROID 2: Maidroid vs. Hostroids,0.908,0,86355,0.0,2010-04-27,[878]
15,All Superheroes Must Die,2.241,19,86304,3.9,2011-10-26,"[878, 53]"
16,Bad Girl Island,3.199,10,86235,4.4,2007-12-08,"[9648, 878]"
17,Collision Earth,4.313,23,85949,4.4,2011-03-24,"[28, 878, 10770]"
18,GhostWatcher,1.968,4,85873,3.8,2002-10-19,"[27, 9648, 878]"
19,Alien Factor 2: The Alien Rampage,2.61,4,85865,3.9,2001-08-01,"[27, 878]"
0,Trava: Fist Planet,2.375,10,85702,5.5,2003-05-03,"[16, 878]"
1,Rage,2.742,5,85566,5.0,2010-05-01,"[18, 27, 878]"
2,Fifty Percent Grey,2.5869999999999997,16,85358,6.5,2001-10-07,"[35, 16, 878]"
3,Archetype,1.6380000000000001,6,85303,5.8,2011-06-03,[878]
4,Slow Action,2.088,7,85107,5.9,2010-01-01,[878]
5,Jacqueline Hyde,3.1660000000000004,6,85011,4.6,2005-10-01,"[27, 878]"
6,Reboot - Daemon Rising,3.01,2,84963,9.5,2001-10-19,"[16, 14, 878]"
7,Able Edwards,0.823,1,84638,8.0,2004-03-15,"[35, 18, 878]"
8,Day X,1.8880000000000001,2,84443,6.0,2005-11-10,"[27, 878]"
9,The Day,9.857999999999999,150,84226,5.0,2011-09-15,"[28, 18, 27, 878]"
10,Altitude Falling,0.7559999999999999,3,84216,2.3,2010-03-31,"[878, 10749]"
11,Grabbers,7.335,233,84204,6.1,2012-08-10,"[35, 27, 9648, 878, 53]"
12,You Are Here,1.45,4,83934,6.7,2011-03-05,"[18, 14, 878]"
13,Sand Sharks,8.042,64,83896,3.4,2011-12-20,"[35, 27, 878]"
14,Avatar 3,7.49,0,83533,0.0,2023-12-21,"[28, 12, 18, 14, 878]"
15,Camel Spiders,5.495,19,83188,3.1,2011-03-04,"[27, 878]"
16,The Terror Beneath,4.157,13,82756,4.3,2011-10-08,"[28, 878]"
17,Lunopolis,3.062,17,82649,5.9,2009-01-01,"[53, 878, 9648]"
18,Xtinction: Predator X,4.751,18,82628,3.3,2010-08-18,"[27, 28, 53, 878]"
19,When Aliens Attack,1.561,2,82382,5.3,2011-09-12,"[14, 878]"
0,Catherine Tate - Nan's Christmas Carol,1.771,8,82219,7.1,2010-11-29,"[18, 14, 878, 10751]"
1,This Is Not a Movie,2.109,11,82136,5.6,2011-01-28,"[18, 35, 878]"
2,Darkening Sky,2.9530000000000003,7,82018,4.6,2010-01-01,"[27, 878, 53]"
3,Teknolust,3.963,9,81540,4.7,2002-01-01,"[35, 878, 10749]"
4,Lego Star Wars: Revenge of The Brick,2.337,9,81234,6.3,2005-08-05,"[16, 14, 878, 10751]"
5,LEGO Star Wars: The Quest for R2-D2,1.194,13,81233,5.6,2009-06-27,"[16, 878, 10751]"
6,Snowmageddon,4.621,24,81179,5.9,2011-12-10,"[12, 878]"
7,Neverlost,2.567,10,81032,5.7,2010-06-06,"[14, 878, 53]"
8,Dakota Bound,4.928,4,80793,7.8,2001-11-12,"[28, 12, 878]"
9,Misteri Jalan Lama,0.898,0,80770,0.0,2011-11-24,"[9648, 878, 53]"
10,Alien Armageddon,3.83,18,80583,2.4,2011-11-06,[878]
11,Stargate SG-1: Children of the Gods,11.7,101,80527,7.3,2009-07-21,"[12, 878, 53]"
12,Second Nature,2.296,4,80520,4.9,2003-06-22,"[28, 18, 9648, 878, 53, 10752]"
13,Galerions Rion,0.963,1,80394,6.0,2002-04-24,"[28, 27, 878, 16]"
14,Storm War,4.545,17,80201,5.0,2011-11-26,[878]
15,A Russell Peters Christmas Special,3.087,6,80170,4.2,2011-12-01,"[14, 18, 878, 10751]"
16,Earth's Final Hours,5.2860000000000005,36,80034,4.6,2011-05-31,[878]
17,Dark Rising 2:  Summer Strikes Back,2.309,4,79722,2.3,2011-08-09,"[28, 35, 14, 878]"
18,Extinction: The G.M.O. Chronicles,4.258,22,79721,5.0,2011-01-01,"[18, 27, 878]"
19,The Lovers,4.2810000000000015,52,79698,4.7,2015-02-13,"[28, 12, 878, 10749]"
0,Aliens vs. Avatars,2.989,13,79582,2.3,2011-09-20,"[878, 27, 53]"
1,An Elf's Story,2.177,4,79579,3.1,2011-11-25,"[14, 878, 10751]"
2,Gangland,3.31,4,79467,5.0,2001-01-01,"[18, 28, 53, 878]"
3,Half-Life,1.5490000000000002,3,79203,5.7,2008-01-19,"[18, 878]"
4,Lego Star Wars: Bombad Bounty,2.173,9,79158,5.8,2010-11-27,"[16, 35, 878, 10751]"
5,666: The Devil's Child,2.037,4,79062,2.8,2014-07-25,"[27, 878, 53]"
6,Sasquatch Mountain,3.5069999999999997,7,78561,3.6,2006-09-09,"[27, 878]"
7,Infest Wisely,1.3419999999999999,0,78427,0.0,2007-01-01,[878]
8,Grey Skies,2.1390000000000002,8,78369,3.5,2010-01-01,"[878, 53]"
9,Snow Beast,4.957,18,78362,3.4,2011-10-04,"[18, 27, 878, 53]"
10,Memory Lane,2.7689999999999997,14,78339,4.4,2011-10-22,"[80, 878, 53]"
11,Earthling,3.302,11,78088,3.7,2011-03-14,"[18, 28, 53, 878]"
12,Enigma,1.057,5,77852,5.0,2009-05-30,[878]
13,Knightquest,0.659,2,77836,5.8,2001-10-14,"[28, 878]"
14,Tribulation,2.89,4,77787,4.3,2000-01-14,"[18, 878, 53]"
15,Nuclear Hurricane,3.283,9,77523,4.1,2007-04-04,"[28, 878, 53, 10770]"
16,The Corridor,4.815,29,77444,4.9,2012-03-30,"[18, 27, 878, 53]"
17,You're So Cupid,5.843999999999999,35,77235,5.6,2010-11-06,"[18, 14, 878, 10749, 10751]"
18,Viyabari,2.23,3,77097,6.0,2007-03-03,"[878, 10751]"
19,6 Angels,0.8290000000000001,1,77080,4.0,2006-11-26,"[28, 878, 53]"
0,Wasteland,3.305,9,76922,2.7,2011-10-11,"[878, 12]"
1,The Singing Forest,1.699,3,76842,3.7,2003-10-12,"[18, 14, 10749, 878]"
2,Invasion of the Pod People,2.862,12,76666,2.7,2007-07-24,"[27, 878]"
3,Bugs,4.678,13,76656,4.4,2003-09-06,"[27, 878]"
4,"Battle: New York, Day 2",3.536,6,76635,1.0,2011-11-21,"[27, 878]"
5,Avatar 2,11.771,0,76600,0.0,2021-12-15,"[28, 12, 878]"
6,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,14.748,186,76535,7.1,2011-10-25,"[878, 14]"
7,DC Showcase: Catwoman,6.715,79,76420,6.5,2011-10-18,"[28, 12, 16, 878]"
8,Metal Tornado,3.972,26,76340,4.6,2011-07-22,"[28, 878, 53]"
9,Impys Wonderland 2,1.131,0,76125,0.0,2011-09-13,"[28, 53, 878]"
10,Marvel One-Shot: The Consultant,16.798,243,76122,6.5,2011-09-12,"[12, 14, 878, 28]"
11,That Darn Punk,0.6,1,76087,5.0,2001-01-01,[878]
12,Zombie Apocalypse,8.686,67,75735,4.7,2011-10-29,"[28, 27, 878]"
13,Chrysalis,1.94,3,75598,3.0,2008-10-03,[878]
14,Dragon Crusaders,3.59,15,75507,2.4,2011-09-27,"[14, 28, 878]"
15,Philip K. Dick: The Penultimate Truth,0.95,2,75459,5.3,2007-01-01,"[99, 878]"
16,The Visitor,4.726,8,75454,3.0,2002-09-21,"[27, 878]"
17,Fangs,2.423,7,75419,3.1,2002-01-01,"[27, 35, 878]"
18,Dimensions,3.143,10,75329,4.8,2011-09-20,"[18, 878]"
19,Morlocks,2.759,7,75191,4.4,2011-09-25,"[27, 878]"
0,Turn A Gundam I: Earth Light,3.097,5,75175,5.1,2002-02-09,"[16, 878]"
1,Neophytes and Neon Lights,0.6,0,74838,0.0,2001-08-24,[878]
2,Robotropolis,4.482,35,74779,2.9,2011-09-02,"[28, 12, 878, 53]"
3,Dark Queen,2.049,0,74715,0.0,2004-01-01,"[27, 878]"
4,Contagion,4.88,7,74524,3.6,2002-05-15,"[18, 878]"
5,Mind Over Murder,0.843,0,74511,0.0,2006-08-12,"[14, 878, 53]"
6,The Dead,6.901,101,74471,5.8,2010-08-30,"[28, 27, 878, 53]"
7,"Ring Of Power - The empire of ""THE CITY""",0.6,3,74335,6.8,2006-09-04,"[14, 28, 99, 878]"
8,Planet of the Vampire Women,1.314,5,74321,5.4,2011-04-30,[878]
9,RoboCop: Prime Directives,4.046,21,74236,5.0,2001-01-04,"[28, 80, 878, 53]"
10,Chatur Singh Two Star,1.038,3,74233,2.7,2011-08-08,"[28, 878]"
11,The Source,2.7760000000000002,12,73973,6.1,2002-09-17,"[27, 878, 53]"
12,Retreat,7.6320000000000014,158,73936,5.6,2011-10-14,"[18, 53, 27, 878]"
13,Hood Rat,2.283,2,73807,2.8,2003-04-09,"[28, 27, 878, 53]"
14,The Man who Crossed Hitler,2.245,7,73591,6.6,2011-08-21,"[28, 18, 36, 878, 53]"
15,TRON: The Next Day,5.141,48,73362,5.7,2011-03-14,"[878, 53]"
16,Automatons,2.073,6,73201,6.7,2006-05-05,[878]
17,Portal: No Escape,3.313,59,73144,7.1,2011-08-23,"[28, 878]"
18,Ghost Town,3.792,10,72859,5.9,2009-10-24,"[27, 878, 37]"
19,Hot Wheels Acceleracers: Ignition,5.185,14,72720,7.9,2005-01-08,"[16, 878, 10751]"
0,Azureus Rising,1.226,7,72641,6.1,2010-04-06,"[878, 16]"
1,Killer Buzz,3.019,11,72231,3.5,2001-12-31,"[27, 28, 53, 878]"
2,Genesis Antipode,0.6,0,72225,0.0,2006-01-01,[878]
3,Doomsday Prophecy,6.646,55,72174,4.1,2011-08-13,"[28, 878, 53]"
4,Terminal Error,3.52,5,72132,4.1,2002-08-14,"[28, 878, 53]"
5,Super Ninja Doll,2.1630000000000003,3,72101,3.8,2007-08-15,"[35, 14, 878]"
6,The Secret War,1.361,0,71873,0.0,2007-07-31,"[28, 12, 878, 53]"
7,Lightning: Bolts of Destruction,3.323,3,71708,4.2,2003-01-01,"[28, 878, 10770]"
8,Roadkill,5.0280000000000005,17,71628,4.4,2011-04-23,"[27, 28, 53, 878]"
9,Close Encounters: Proof of Alien Contact,0.841,0,71569,0.0,2000-05-16,"[99, 878]"
10,S.S. Doomtrooper,4.025,10,71556,4.8,2006-01-01,"[28, 27, 878, 10770]"
11,Super Eruption,4.847,21,71285,5.5,2011-03-08,[878]
12,Arena,8.237,155,71254,4.8,2011-10-11,"[28, 878, 53]"
13,Judas Kiss,6.648,32,71208,5.6,2011-04-01,"[18, 878]"
14,Overturn,0.7,2,71175,4.8,2011-02-16,"[878, 9648, 28]"
15,The Tenant,4.654,8,71112,3.1,2011-08-19,"[27, 28, 53, 878]"
16,Dream Warrior,2.193,6,71076,1.8,2003-01-01,"[28, 27, 878, 53]"
17,Pale Blue Moon,0.6,0,70858,0.0,2002-11-17,"[35, 878]"
18,Stepsister from Planet Weird,4.3610000000000015,30,70773,5.4,2000-06-17,"[10751, 878]"
19,Goblin,3.549,15,70740,5.5,2010-07-13,"[14, 27, 878]"
0,The Captains,10.235,64,70703,6.4,2011-07-22,"[99, 878]"
1,Flatland: The Film,3.388,12,70665,5.8,2007-01-14,"[16, 878]"
2,Imagination,1.4,1,70656,4.0,2008-02-26,"[18, 14, 878]"
3,Ghost from the Machine,3.0010000000000003,8,70636,5.8,2010-01-01,"[878, 53]"
4,Lego Star Wars: The Padawan Menace,5.337999999999999,66,70608,6.2,2011-07-22,"[16, 10751, 878]"
5,Empty,2.733,11,70583,3.9,2011-01-25,"[28, 18, 27, 878, 53]"
6,The Evolution of the Enterprise,1.5230000000000001,2,70257,3.5,2009-08-09,"[99, 878]"
7,Dark Walker,1.4669999999999999,2,69935,4.5,2003-05-20,"[27, 878]"
8,Pandora Machine,1.4,2,69856,2.5,2004-06-29,"[28, 878]"
9,Sci Fighter,3.2089999999999996,8,69805,4.1,2004-01-01,"[28, 878]"
10,Triple Hit,0.6809999999999999,0,69641,0.0,2009-04-05,[878]
11,Infested,4.099,6,69437,4.5,2002-10-18,"[27, 878]"
12,Battlestar Galactica: Razor,11.492,210,69315,7.2,2007-11-12,"[28, 18, 878, 53, 10770]"
13,I Know What I Saw,0.992,6,69162,8.7,2009-11-01,"[99, 878]"
14,Anonymous Rex,5.3020000000000005,13,69129,5.4,2004-11-19,"[28, 14, 878, 10770]"
15,Magdalena's Brain,2.543,5,69121,4.4,2006-07-25,"[27, 878]"
16,Unseen Evil 2,2.3680000000000003,5,69117,2.8,2004-11-23,"[27, 878]"
17,Snakeman,2.8760000000000003,12,69075,3.5,2005-04-09,"[12, 27, 878, 53]"
18,The Lazarus Papers,2.948,11,68712,4.3,2009-12-31,"[28, 18, 878, 53]"
19,La source de l'enfer,1.129,0,68703,0.0,2002-01-01,"[878, 53]"
0,Detention,7.305,222,68684,5.6,2011-03-16,"[27, 35, 878]"
1,Happy Here and Now,2.582,3,68629,4.0,2002-06-08,"[18, 9648, 878, 53]"
2,Snowglobe,4.942,32,68591,6.2,2007-12-15,"[14, 878, 10751, 10770]"
3,Do or Die,2.047,2,68414,3.5,2003-01-01,"[28, 18, 878, 53]"
4,Black Lightning,1.445,3,67814,6.2,2008-01-01,"[28, 35, 80, 878]"
5,The Rift,2.269,13,67811,5.5,2012-08-25,"[27, 878, 53]"
6,Feedback,0.774,2,67601,3.5,2002-01-15,"[878, 53]"
7,Feeding Grounds,2.526,4,67227,2.5,2006-12-03,"[27, 878]"
8,Event 16,1.026,3,67215,3.7,2006-07-26,[878]
9,Arctic Predator,5.371,22,67203,5.0,2010-08-20,"[28, 878, 53]"
10,15 Till Midnight,2.039,4,66793,2.6,2010-01-01,"[18, 9648, 878]"
11,Deadly Skies,4.026,8,66736,3.3,2006-08-15,"[28, 12, 878, 53, 10770]"
12,Bottom Feeder,3.117,7,66616,4.5,2007-04-03,"[878, 27]"
13,Prism,1.216,1,66130,2.5,2007-02-28,"[18, 9648, 878, 53]"
14,The Thing Below,6.817,12,66121,3.5,2004-01-07,"[27, 878, 53]"
15,The Purifiers,1.41,2,66104,4.3,2005-04-30,"[28, 12, 878]"
16,Red Faction: Origins,4.827,37,65945,5.3,2011-06-04,[878]
17,Slayer,3.792,7,65823,3.4,2006-07-08,"[28, 27, 878, 10770]"
18,Vampires: Out For Blood,4.208,22,65379,4.0,2004-07-31,"[28, 12, 14, 27, 878, 53]"
19,Green Lantern: Emerald Knights,11.422,233,65291,6.3,2011-04-09,"[28, 12, 16, 18, 878]"
0,The Bracelet of Bordeaux,1.3869999999999998,6,65253,4.1,2007-06-06,"[14, 878, 10751]"
1,Inception: The Cobol Job,6.308,242,64956,7.3,2010-12-07,"[28, 16, 878, 53]"
2,The Duplicate,0.6,0,64859,0.0,2007-05-23,"[878, 53]"
3,Something Beneath,4.77,10,64806,3.7,2007-10-21,"[27, 878, 10770]"
4,Iron Invader,6.013999999999999,24,64687,3.4,2011-02-12,"[28, 14, 878, 10770]"
5,AniMen - Triton Force,2.615,4,64432,6.1,2010-03-24,"[16, 878, 12]"
6,The Frankenstein Syndrome,4.027,25,64108,4.9,2010-10-01,"[27, 878]"
7,After Last Season,2.79,14,64104,2.7,2009-06-05,"[878, 53, 18]"
8,Gene Fusion,1.764,2,63890,1.5,2011-05-10,"[16, 878]"
9,2 Laps 2 Go,0.6,0,63741,0.0,2005-07-01,"[28, 878]"
10,Mandrake,3.641,15,63706,3.7,2010-09-11,"[27, 878, 53]"
11,Soulkeeper,4.185,11,63188,5.2,2001-01-01,"[878, 27, 28, 12, 14]"
12,"Glenn, the Flying Robot",1.3019999999999998,9,63171,4.2,2010-12-31,"[14, 878]"
13,Zenith,3.3,14,63154,5.5,2010-10-01,"[28, 12, 18, 9648, 878, 53]"
14,Ice Quake,7.397,44,62989,4.6,2010-12-11,"[28, 878, 53]"
15,Riverworld,4.9,16,62878,4.9,2010-04-18,[878]
16,FAQ: Frequently Asked Questions,1.3559999999999999,4,62854,3.9,2004-10-12,"[18, 878]"
17,Kontakt,1.24,1,62767,1.0,2005-11-17,"[18, 10749, 878]"
18,Egon & Dönci,1.911,4,62480,5.1,2007-11-29,"[16, 878, 35]"
19,Billy Owens and the Secret of the Runes,2.221,1,61870,7.0,2010-01-01,"[12, 14, 878, 10751]"
0,The Hunt,3.284,10,61789,4.7,2006-03-29,"[28, 27, 878, 53]"
1,Interplanetary,2.615,5,61706,4.4,2009-09-28,"[878, 27]"
2,Ferocious Planet,4.052,26,61341,4.3,2011-04-09,"[28, 12, 878, 53]"
3,Guardian,3.036,3,60495,6.0,2001-06-12,"[28, 18, 27, 878]"
4,The Last Patrol,4.083,15,60489,3.7,2000-04-01,"[28, 18, 878, 53]"
5,The Speed of Thought,3.771,25,60164,5.0,2011-04-29,"[28, 878, 53]"
6,Blinky™,4.919,57,59852,6.8,2011-03-21,"[27, 878]"
7,Dragons: Fire & Ice,4.846,3,59832,7.3,2004-09-11,"[16, 14, 878, 10751]"
8,2012: Ice Age,8.758,139,59722,3.9,2011-06-27,"[28, 12, 878]"
9,Comfort and Joy,2.802,4,59711,7.5,2003-12-01,"[14, 18, 35, 878, 10749]"
10,Womb,11.847,197,59457,6.2,2010-07-15,"[878, 10749]"
11,Backlight,4.432,19,59392,6.9,2010-07-10,"[18, 10749, 878]"
12,Rock Monster,2.761,12,59229,4.7,2008-03-22,"[14, 878]"
13,Battle of Los Angeles,7.084,71,59197,3.4,2011-03-10,"[878, 53]"
14,Quarantine 2: Terminal,9.257,293,59115,5.5,2011-06-16,"[27, 9648, 878]"
15,Fatal Conflict,1.6230000000000002,1,58976,5.0,2000-11-10,"[18, 878, 28]"
16,Deep Shock,4.404,10,58816,3.7,2003-09-17,"[28, 12, 27, 878]"
17,Deathlands,1.859,4,58813,3.5,2003-05-17,"[27, 878]"
18,Deadly Swarm,1.943,4,58807,2.8,2003-09-20,"[27, 878, 53]"
19,Another Day,3.486,11,58786,5.2,2001-12-04,"[53, 10770, 18, 878]"
0,Aliens Gone Wild,1.5490000000000002,1,58784,2.0,2007-07-03,[878]
1,Alien Express,3.153,4,58783,4.0,2005-08-13,"[878, 10770]"
2,Slices of Life,3.7260000000000004,7,58765,2.7,2010-10-23,"[27, 878, 53]"
3,Bikini Girls on Dinosaur Planet,1.891,8,58691,3.1,2005-07-26,"[12, 878]"
4,Power Rangers Ninja Storm: Samurai's Journey,2.701,14,58634,6.8,2003-12-09,"[28, 12, 80, 14, 878, 53]"
5,The Crimson Mask,0.9640000000000001,0,58544,0.0,2009-03-26,"[28, 14, 9648, 878, 53]"
6,Live Freaky Die Freaky,2.267,5,58520,4.2,2006-01-31,"[16, 35, 10402, 878]"
7,Sax Rohmer's Sumuru,4.9110000000000005,8,58295,5.1,2003-04-30,"[878, 14, 12, 28]"
8,Half-Life: Escape From City 17 - Part 2,0.6,3,58031,5.8,2011-08-24,"[28, 878]"
9,The Last Day of Summer,1.854,7,57865,3.6,2008-09-09,"[878, 10751]"
10,Red River,0.7090000000000001,1,57817,0.0,2011-05-05,"[28, 27, 878, 37]"
11,51,5.984,63,57812,4.2,2011-02-26,"[878, 27]"
12,Brain Robbers from Outer Space,0.6,0,57594,0.0,2004-06-01,[878]
13,Ghost Voyage,4.644,16,57529,5.5,2008-01-26,"[27, 878]"
14,Schizofredric,0.6,1,57464,5.0,2010-03-07,"[35, 878]"
15,Ember Days,1.297,2,57414,0.5,2013-03-05,"[28, 14, 878]"
16,The Hexer,3.3369999999999997,33,57278,5.1,2001-11-09,"[12, 14, 878]"
17,Vlad,3.6319999999999997,12,57190,3.9,2003-05-16,"[27, 878, 53]"
18,Voyage to Metropolis,1.499,5,57154,5.4,2010-02-12,"[99, 18, 878]"
19,Artifacts,2.362,4,57085,3.6,2007-10-20,"[27, 878]"
0,Talking to Heaven,4.303,12,57012,5.9,2002-04-28,"[80, 18, 9648, 878, 53]"
1,2012: An Awakening,0.878,1,56995,5.0,2009-09-29,"[28, 99, 18, 27, 9648, 878, 53]"
2,Elle: A Modern Cinderella Tale,5.24,50,56929,5.1,2011-04-26,"[18, 14, 878, 10751]"
3,Crimson Force,2.587,8,56839,4.4,2005-06-04,"[18, 878]"
4,Exist,0.6,0,56792,0.0,2011-02-01,[878]
5,Just Visiting,9.924,405,56715,4.6,2001-04-06,"[35, 14, 878]"
6,Cyxork 7,2.232,1,56707,7.0,2006-02-23,"[35, 878]"
7,Let There Be Light: The Odyssey of Dark Star,2.77,2,56638,4.0,2010-10-26,"[99, 878]"
8,Scorched,3.292,10,56600,5.6,2008-08-31,"[18, 878, 53]"
9,The Scientist,3.177,5,56320,6.2,2010-04-16,"[18, 878]"
10,Mindflesh,3.732,7,56306,4.5,2008-08-26,"[18, 27, 878, 53]"
11,Archon Defender,0.6,1,56253,2.0,2009-10-07,"[16, 878]"
12,Dark Harbour,1.037,5,56234,4.1,2009-07-18,"[28, 878, 53]"
13,DNA vs The Book of Mormon,0.841,0,56200,0.0,2003-03-20,"[28, 99, 878, 53]"
14,Trail of the Screaming Forehead,3.337,10,56192,5.4,2008-06-08,"[35, 878]"
15,Mega Python vs. Gatoroid,5.155,35,56171,3.5,2011-01-29,"[28, 27, 878]"
16,Marker,1.817,1,56030,6.0,2005-05-01,"[14, 878, 10770]"
17,The Rising Dead,1.73,4,56026,3.5,2007-08-21,"[27, 878]"
18,Ray Tracey in Full Tilt,0.6970000000000001,1,55986,7.0,2000-07-21,"[28, 16, 878]"
19,Horror in the Wind,1.255,2,55933,8.0,2008-01-01,"[35, 878]"
0,The Animatrix,15.425,828,55931,7.0,2003-05-09,"[16, 878]"
1,Termination Point,4.942,18,55914,4.7,2007-12-31,"[28, 12, 878, 53, 10770]"
2,Reclaiming the Blade,4.103,10,55858,5.9,2009-04-15,"[28, 12, 99, 18, 878]"
3,Escape to Grizzly Mountain,1.167,0,55698,0.0,2000-03-14,"[18, 14, 878, 10751]"
4,Virus X,3.06,16,55662,3.3,2010-10-01,"[18, 27, 878, 53]"
5,Dark Metropolis,2.041,2,55463,1.5,2010-12-07,[878]
6,When Good Ghouls Go Bad,2.221,11,55328,5.0,2001-10-20,"[35, 14, 878, 10751]"
7,Adventures of Johnny Tao,1.4,3,55326,3.0,2008-07-29,"[28, 12, 878, 53]"
8,NYC: Tornado Terror,5.6610000000000005,30,55281,4.8,2008-10-04,"[28, 18, 878, 53]"
9,Behemoth,5.112,18,55248,4.2,2011-01-15,"[27, 878]"
10,Meteor Storm,4.81,24,55241,3.7,2010-01-30,"[12, 878]"
11,Dead Space: Aftermath,6.454,61,55215,5.5,2010-12-31,"[16, 27, 878]"
12,Captain Eager and the Mark of Voth,0.9159999999999999,1,55029,2.0,2008-04-18,[878]
13,The 7th Dimension,4.047,13,55006,5.3,2009-11-01,"[27, 878, 53]"
14,Project Viper,3.5660000000000003,6,54928,4.5,2002-05-15,"[27, 878]"
15,The Shiftling,0.919,0,54923,0.0,2008-05-01,"[28, 12, 27, 878, 53]"
16,One Day Like Rain,1.112,5,54893,4.4,2007-06-15,"[18, 878]"
17,Clonehunter,2.404,4,54779,2.5,2009-01-01,[878]
